geneSymbol,cluster.name,comb.ES,comb.p,comb.padj,comb.ES.rank,comb.positive.freq,sig.N,sig.freq,total.N,ES.max,ES.max.p.adj,TF,kinase,epigenetic regulation,secretory,membrane,enzyme,drug target (FDA),drug target (potential)
SLC2A3,CD4.c02(CXCR5+ pre-Tfh),0.54 ,2.26E-16,7.40E-14,8,65.41%,7,0.78 ,9,0.73 ,3.05E-37,,,,,TRUE,,,
CMTM8,CD4.c02(CXCR5+ pre-Tfh),0.54 ,2.90E-08,1.92E-06,9,32.14%,6,0.67 ,9,1.17 ,6.30E-24,,,,,TRUE,,,
NR4A2,CD4.c02(CXCR5+ pre-Tfh),0.51 ,2.48E-07,1.27E-05,10,53.12%,6,0.67 ,9,1.00 ,1.58E-17,TRUE,,,,,,,
TNFSF8,CD4.c02(CXCR5+ pre-Tfh),0.50 ,6.53E-20,3.50E-17,11,50.66%,5,0.56 ,9,0.80 ,7.64E-11,,,,,TRUE,,,
JUNB,CD4.c02(CXCR5+ pre-Tfh),0.50 ,9.95E-09,7.37E-07,12,65.97%,6,0.67 ,9,0.86 ,8.45E-13,TRUE,,,,,,,
FAM177A1,CD4.c02(CXCR5+ pre-Tfh),0.49 ,7.19E-14,1.66E-11,13,62.67%,6,0.67 ,9,0.76 ,7.43E-10,,,,TRUE,,,,
TSHZ2,CD4.c02(CXCR5+ pre-Tfh),0.48 ,1.59E-10,1.65E-08,14,36.67%,6,0.67 ,9,0.84 ,8.02E-19,TRUE,,,,,,,
MBP,CD4.c02(CXCR5+ pre-Tfh),0.47 ,1.47E-08,1.03E-06,15,60.49%,6,0.67 ,9,0.88 ,9.92E-12,,,,,,,,
SH3TC1,CD4.c02(CXCR5+ pre-Tfh),0.47 ,6.36E-06,2.22E-04,16,31.10%,7,0.78 ,9,0.89 ,4.19E-15,,,,,TRUE,,,
RNASET2,CD4.c02(CXCR5+ pre-Tfh),0.47 ,2.20E-31,5.18E-28,17,63.52%,7,0.78 ,9,0.69 ,3.76E-06,,,,TRUE,,,,
IL6ST,CD4.c02(CXCR5+ pre-Tfh),0.46 ,5.01E-08,3.06E-06,18,54.54%,4,0.44 ,9,1.11 ,6.40E-19,,,,TRUE,TRUE,,,
PABPC1,CD4.c02(CXCR5+ pre-Tfh),0.46 ,6.54E-15,1.83E-12,19,63.61%,4,0.44 ,9,0.84 ,2.65E-13,,,,,,,,
IFITM1,CD4.c02(CXCR5+ pre-Tfh),0.45 ,1.70E-12,2.78E-10,20,61.63%,6,0.67 ,9,0.77 ,1.16E-16,,,,,TRUE,,,
FKBP5,CD4.c02(CXCR5+ pre-Tfh),0.45 ,6.71E-21,3.95E-18,21,55.77%,6,0.67 ,9,0.68 ,4.19E-07,,,,,,TRUE,,
TRAT1,CD4.c02(CXCR5+ pre-Tfh),0.45 ,6.84E-10,6.34E-08,22,58.22%,5,0.56 ,9,0.90 ,5.41E-11,,,,,TRUE,,,
SOCS3,CD4.c02(CXCR5+ pre-Tfh),0.43 ,2.02E-10,2.07E-08,23,44.33%,5,0.56 ,9,0.81 ,1.17E-12,,,,,,,,
LEPROTL1,CD4.c02(CXCR5+ pre-Tfh),0.42 ,1.14E-29,2.24E-26,24,63.61%,5,0.56 ,9,0.59 ,2.87E-05,,,,,TRUE,,,
LEF1,CD4.c02(CXCR5+ pre-Tfh),0.42 ,7.93E-07,3.65E-05,25,48.68%,4,0.44 ,9,0.72 ,4.62E-37,TRUE,,,,,,,
TC2N,CD4.c02(CXCR5+ pre-Tfh),0.42 ,1.01E-06,4.55E-05,26,53.78%,4,0.44 ,9,0.99 ,3.28E-13,,,,,,,,
ITK,CD4.c02(CXCR5+ pre-Tfh),0.42 ,8.48E-18,3.70E-15,27,62.76%,4,0.44 ,9,0.69 ,1.69E-06,,TRUE,,,,TRUE,,TRUE
USP36,CD4.c02(CXCR5+ pre-Tfh),0.41 ,9.92E-10,8.58E-08,28,46.88%,5,0.56 ,9,0.75 ,1.52E-09,,,,,,TRUE,,
YPEL5,CD4.c02(CXCR5+ pre-Tfh),0.41 ,1.67E-04,3.49E-03,29,61.15%,4,0.44 ,9,0.96 ,7.58E-16,,,,,,,,
SERINC5,CD4.c02(CXCR5+ pre-Tfh),0.40 ,1.53E-13,3.22E-11,30,41.59%,5,0.56 ,9,0.84 ,2.97E-09,,,,,TRUE,,,
TNIK,CD4.c02(CXCR5+ pre-Tfh),0.39 ,1.35E-06,5.81E-05,32,51.80%,4,0.44 ,9,0.75 ,1.19E-10,,TRUE,,,,TRUE,,TRUE
ZNF331,CD4.c02(CXCR5+ pre-Tfh),0.39 ,3.35E-07,1.68E-05,33,49.24%,6,0.67 ,9,0.70 ,3.10E-08,TRUE,,,,,,,
CXCR4,CD4.c02(CXCR5+ pre-Tfh),0.38 ,5.46E-06,1.94E-04,34,59.83%,6,0.67 ,9,0.65 ,8.49E-08,,,,,TRUE,,TRUE,
ARID5A,CD4.c02(CXCR5+ pre-Tfh),0.38 ,1.39E-13,2.97E-11,35,57.37%,5,0.56 ,9,0.66 ,1.18E-06,TRUE,,,,,,,
PPP2R5C,CD4.c02(CXCR5+ pre-Tfh),0.37 ,1.82E-33,5.36E-30,36,58.32%,4,0.44 ,9,0.52 ,3.66E-04,,,,,,,,
GIMAP7,CD4.c02(CXCR5+ pre-Tfh),0.37 ,2.87E-08,1.91E-06,37,56.52%,5,0.56 ,9,0.71 ,1.14E-07,,,,,,,,
ANKRD55,CD4.c02(CXCR5+ pre-Tfh),0.36 ,1.57E-07,8.52E-06,38,12.00%,6,0.67 ,9,0.67 ,1.43E-07,,,,,,,,
TMEM2,CD4.c02(CXCR5+ pre-Tfh),0.36 ,4.13E-11,4.96E-09,39,53.78%,4,0.44 ,9,0.66 ,5.92E-06,,,,,TRUE,TRUE,,
RNF19A,CD4.c02(CXCR5+ pre-Tfh),0.36 ,1.63E-07,8.76E-06,40,56.43%,4,0.44 ,9,0.72 ,1.05E-06,,,,,TRUE,TRUE,,
SCML1,CD4.c02(CXCR5+ pre-Tfh),0.36 ,3.60E-10,3.47E-08,41,19.57%,4,0.44 ,9,0.58 ,4.62E-05,TRUE,,,,,,,
SRGN,CD4.c02(CXCR5+ pre-Tfh),0.35 ,1.51E-06,6.47E-05,42,58.22%,6,0.67 ,9,0.60 ,1.39E-06,,,,,,,,
FYN,CD4.c02(CXCR5+ pre-Tfh),0.35 ,1.62E-12,2.69E-10,43,57.75%,5,0.56 ,9,0.58 ,2.29E-04,,TRUE,,,,TRUE,,
RILPL2,CD4.c02(CXCR5+ pre-Tfh),0.35 ,5.66E-25,6.05E-22,44,50.09%,3,0.33 ,9,0.50 ,3.83E-04,,,,,,,,
AP3M2,CD4.c02(CXCR5+ pre-Tfh),0.35 ,1.03E-09,8.84E-08,45,35.35%,4,0.44 ,9,0.55 ,7.70E-04,,,,,,,,
PTGER4,CD4.c02(CXCR5+ pre-Tfh),0.35 ,4.42E-08,2.76E-06,46,50.95%,4,0.44 ,9,0.59 ,2.03E-06,,,,,TRUE,,TRUE,
CCR4,CD4.c02(CXCR5+ pre-Tfh),0.35 ,5.36E-05,1.36E-03,47,38.56%,3,0.33 ,9,0.91 ,1.00E-15,,,,,TRUE,,,
CYTH1,CD4.c02(CXCR5+ pre-Tfh),0.35 ,1.04E-10,1.13E-08,48,58.41%,4,0.44 ,9,0.63 ,8.65E-07,,,,,,,,
TMEM123,CD4.c02(CXCR5+ pre-Tfh),0.35 ,1.99E-14,4.99E-12,49,57.94%,5,0.56 ,9,0.62 ,8.20E-06,,,,,TRUE,,,
COTL1,CD4.c02(CXCR5+ pre-Tfh),0.34 ,1.21E-10,1.27E-08,50,58.32%,5,0.56 ,9,0.58 ,4.50E-09,,,,,,,,
AREG,CD4.c02(CXCR5+ pre-Tfh),0.34 ,5.19E-06,1.86E-04,51,33.36%,4,0.44 ,9,0.71 ,5.37E-07,,,,,TRUE,,,
CREM,CD4.c02(CXCR5+ pre-Tfh),0.34 ,4.89E-07,2.37E-05,52,53.59%,4,0.44 ,9,0.66 ,3.74E-08,TRUE,,,,,,,
RNF138,CD4.c02(CXCR5+ pre-Tfh),0.34 ,1.10E-15,3.40E-13,53,40.26%,3,0.33 ,9,0.57 ,3.60E-04,,,,,,TRUE,,
GPR183,CD4.c02(CXCR5+ pre-Tfh),0.34 ,3.69E-08,2.36E-06,54,55.29%,5,0.56 ,9,0.53 ,7.02E-05,,,,,TRUE,,,
CNOT6L,CD4.c02(CXCR5+ pre-Tfh),0.34 ,2.55E-08,1.71E-06,55,53.21%,3,0.33 ,9,0.63 ,9.70E-07,,,,,,TRUE,,
PGAP1,CD4.c02(CXCR5+ pre-Tfh),0.33 ,8.70E-06,2.92E-04,56,20.13%,5,0.56 ,9,0.71 ,1.56E-08,,,,,TRUE,,,
ATXN7,CD4.c02(CXCR5+ pre-Tfh),0.33 ,2.97E-06,1.19E-04,57,38.37%,4,0.44 ,9,0.63 ,1.91E-05,,,,,,,,
IL6R,CD4.c02(CXCR5+ pre-Tfh),0.33 ,4.70E-05,1.21E-03,58,30.15%,3,0.33 ,9,0.74 ,2.12E-08,,,,,TRUE,,TRUE,
ELF1,CD4.c02(CXCR5+ pre-Tfh),0.33 ,4.75E-26,6.99E-23,59,57.47%,3,0.33 ,9,0.42 ,9.03E-03,TRUE,,,,,,,
SF1,CD4.c02(CXCR5+ pre-Tfh),0.32 ,9.50E-11,1.07E-08,61,56.81%,4,0.44 ,9,0.54 ,7.98E-05,,,,,,,,
APP,CD4.c02(CXCR5+ pre-Tfh),0.32 ,1.50E-06,6.46E-05,62,22.40%,3,0.33 ,9,0.71 ,1.07E-07,,,,,TRUE,,TRUE,
FOXP1,CD4.c02(CXCR5+ pre-Tfh),0.32 ,1.59E-15,4.80E-13,63,56.52%,3,0.33 ,9,0.45 ,1.73E-05,TRUE,,,,,,,
GPCPD1,CD4.c02(CXCR5+ pre-Tfh),0.31 ,3.87E-06,1.48E-04,65,42.63%,5,0.56 ,9,0.64 ,7.37E-07,,,,,,TRUE,,
SELL,CD4.c02(CXCR5+ pre-Tfh),0.31 ,1.08E-08,7.86E-07,66,52.17%,3,0.33 ,9,0.52 ,1.51E-03,,,,,TRUE,,,
LINC-PINT,CD4.c02(CXCR5+ pre-Tfh),0.31 ,1.32E-23,1.11E-20,67,55.01%,3,0.33 ,9,0.50 ,4.08E-04,,,,,,,,
C1orf162,CD4.c02(CXCR5+ pre-Tfh),0.31 ,2.10E-05,6.07E-04,68,25.61%,4,0.44 ,9,0.61 ,6.70E-07,,,,,TRUE,,,
PDE3B,CD4.c02(CXCR5+ pre-Tfh),0.31 ,5.99E-08,3.58E-06,69,44.99%,4,0.44 ,9,0.64 ,3.58E-06,,,,,TRUE,TRUE,TRUE,
CD40LG,CD4.c02(CXCR5+ pre-Tfh),0.31 ,1.00E-10,1.10E-08,70,49.91%,4,0.44 ,9,0.51 ,2.02E-03,,,,TRUE,TRUE,,,
ZFP36L2,CD4.c02(CXCR5+ pre-Tfh),0.30 ,2.30E-05,6.55E-04,71,59.45%,4,0.44 ,9,0.59 ,1.80E-06,TRUE,,,,,,,
CD6,CD4.c02(CXCR5+ pre-Tfh),0.30 ,3.34E-12,5.11E-10,72,56.14%,4,0.44 ,9,0.50 ,3.48E-03,,,,TRUE,TRUE,,,
PFKFB3,CD4.c02(CXCR5+ pre-Tfh),0.30 ,3.07E-04,5.75E-03,73,44.23%,3,0.33 ,9,0.74 ,2.27E-09,,TRUE,,,,TRUE,,
PPP1CC,CD4.c02(CXCR5+ pre-Tfh),0.30 ,2.97E-08,1.95E-06,74,53.59%,3,0.33 ,9,0.65 ,1.46E-06,,,,,,TRUE,,
PER1,CD4.c02(CXCR5+ pre-Tfh),0.30 ,1.72E-04,3.57E-03,76,41.12%,3,0.33 ,9,0.86 ,1.13E-12,,,,,,,,
DUSP5,CD4.c02(CXCR5+ pre-Tfh),0.30 ,4.19E-10,4.01E-08,77,30.43%,2,0.22 ,9,0.48 ,4.03E-06,,,,,,TRUE,,
RPS29,CD4.c02(CXCR5+ pre-Tfh),0.30 ,2.72E-10,2.73E-08,78,52.17%,3,0.33 ,9,0.50 ,1.79E-02,,,,,,,,
HSPD1,CD4.c02(CXCR5+ pre-Tfh),0.30 ,1.39E-08,9.87E-07,79,51.70%,5,0.56 ,9,0.50 ,7.20E-04,,,,,,TRUE,,TRUE
TMEM243,CD4.c02(CXCR5+ pre-Tfh),0.30 ,1.24E-11,1.74E-09,80,52.65%,2,0.22 ,9,0.42 ,3.49E-12,,,,,TRUE,,,
NFATC1,CD4.c02(CXCR5+ pre-Tfh),0.29 ,4.46E-06,1.65E-04,81,30.34%,3,0.33 ,9,0.53 ,3.03E-04,TRUE,,,,,,,
LMO7,CD4.c02(CXCR5+ pre-Tfh),0.29 ,4.13E-04,7.36E-03,82,12.38%,3,0.33 ,9,0.73 ,3.23E-07,,,,,TRUE,,,
ZBTB10,CD4.c02(CXCR5+ pre-Tfh),0.29 ,1.87E-07,9.85E-06,83,11.91%,2,0.22 ,9,0.62 ,1.66E-06,,,,,,,,
LYPD3,CD4.c02(CXCR5+ pre-Tfh),0.29 ,7.76E-05,1.86E-03,86,10.21%,4,0.44 ,9,0.70 ,2.44E-06,,,,,TRUE,,,
STK17A,CD4.c02(CXCR5+ pre-Tfh),0.29 ,2.36E-09,1.90E-07,87,55.20%,3,0.33 ,9,0.51 ,2.01E-03,,TRUE,,,TRUE,TRUE,,
RPS27,CD4.c02(CXCR5+ pre-Tfh),0.29 ,4.84E-11,5.75E-09,88,51.32%,3,0.33 ,9,0.44 ,1.38E-03,,,,,,,,
PPP1CB,CD4.c02(CXCR5+ pre-Tfh),0.29 ,3.50E-10,3.41E-08,89,53.97%,3,0.33 ,9,0.43 ,6.17E-05,,,,,,TRUE,,TRUE
S1PR1,CD4.c02(CXCR5+ pre-Tfh),0.29 ,8.72E-05,2.06E-03,90,38.56%,2,0.22 ,9,0.55 ,1.36E-05,,,,,TRUE,,TRUE,
TXK,CD4.c02(CXCR5+ pre-Tfh),0.29 ,1.02E-05,3.29E-04,91,23.91%,3,0.33 ,9,0.75 ,4.64E-06,TRUE,TRUE,,,,TRUE,,
GIMAP4,CD4.c02(CXCR5+ pre-Tfh),0.29 ,2.55E-14,6.26E-12,92,49.72%,4,0.44 ,9,0.50 ,9.31E-04,,,,,,,,
MARCKSL1,CD4.c02(CXCR5+ pre-Tfh),0.29 ,1.46E-11,1.96E-09,93,36.67%,3,0.33 ,9,0.44 ,2.24E-02,,,,,,,,
ANKRD12,CD4.c02(CXCR5+ pre-Tfh),0.28 ,7.29E-09,5.54E-07,94,54.25%,2,0.22 ,9,0.53 ,1.26E-04,,,,,,,,
RPL39,CD4.c02(CXCR5+ pre-Tfh),0.28 ,2.98E-06,1.19E-04,95,50.00%,3,0.33 ,9,0.59 ,8.44E-06,,,,,,,,
TNFAIP8,CD4.c02(CXCR5+ pre-Tfh),0.28 ,1.43E-16,4.91E-14,96,55.67%,2,0.22 ,9,0.44 ,2.07E-03,,,,,,,,
EML4,CD4.c02(CXCR5+ pre-Tfh),0.28 ,6.69E-09,5.15E-07,97,57.84%,2,0.22 ,9,0.49 ,1.95E-06,,,,,,,,
STK4,CD4.c02(CXCR5+ pre-Tfh),0.28 ,1.72E-19,8.78E-17,98,56.52%,2,0.22 ,9,0.49 ,1.24E-03,,TRUE,,,,TRUE,,TRUE
SFXN1,CD4.c02(CXCR5+ pre-Tfh),0.28 ,1.71E-11,2.26E-09,99,43.19%,2,0.22 ,9,0.43 ,2.43E-02,,,,,TRUE,,,
WIPF1,CD4.c02(CXCR5+ pre-Tfh),0.28 ,2.19E-19,1.07E-16,100,55.77%,2,0.22 ,9,0.42 ,2.77E-02,,,,,,,,
SEPT6,CD4.c02(CXCR5+ pre-Tfh),0.28 ,4.98E-11,5.86E-09,101,55.29%,2,0.22 ,9,0.45 ,1.71E-05,,,,,,,,
BEX2,CD4.c02(CXCR5+ pre-Tfh),0.28 ,2.14E-06,8.87E-05,102,18.43%,1,0.11 ,9,0.65 ,2.10E-06,,,,,,,,
SOD2,CD4.c02(CXCR5+ pre-Tfh),0.27 ,4.28E-05,1.11E-03,103,42.82%,3,0.33 ,9,0.73 ,3.23E-08,,,,,,TRUE,,TRUE
ITPKB,CD4.c02(CXCR5+ pre-Tfh),0.27 ,4.80E-06,1.75E-04,104,23.63%,2,0.22 ,9,0.58 ,5.10E-05,,TRUE,,,,TRUE,,
SLC9A9,CD4.c02(CXCR5+ pre-Tfh),0.27 ,9.89E-06,3.26E-04,105,22.87%,1,0.11 ,9,0.82 ,5.10E-09,,,,,TRUE,,,TRUE
DCXR,CD4.c02(CXCR5+ pre-Tfh),0.27 ,2.68E-05,7.31E-04,106,51.42%,3,0.33 ,9,0.60 ,1.02E-06,,,,,,TRUE,,TRUE
SOCS1,CD4.c02(CXCR5+ pre-Tfh),0.27 ,7.03E-10,6.46E-08,107,47.54%,2,0.22 ,9,0.54 ,2.05E-05,,,,,,,,
CNN2,CD4.c02(CXCR5+ pre-Tfh),0.27 ,2.73E-14,6.56E-12,110,55.77%,2,0.22 ,9,0.43 ,2.22E-02,,,,,,,,
LIMS1,CD4.c02(CXCR5+ pre-Tfh),0.27 ,4.01E-05,1.05E-03,111,47.16%,1,0.11 ,9,0.52 ,1.47E-03,,,,,,,,
RNF125,CD4.c02(CXCR5+ pre-Tfh),0.27 ,4.40E-06,1.64E-04,112,43.29%,4,0.44 ,9,0.45 ,2.18E-03,,,,,,TRUE,,TRUE
CD5,CD4.c02(CXCR5+ pre-Tfh),0.27 ,1.80E-07,9.58E-06,114,56.90%,4,0.44 ,9,0.50 ,2.77E-03,,,,,TRUE,,,
RPS6,CD4.c02(CXCR5+ pre-Tfh),0.27 ,3.66E-08,2.35E-06,115,52.65%,3,0.33 ,9,0.55 ,5.56E-05,,,,,,,,
NR4A3,CD4.c02(CXCR5+ pre-Tfh),0.27 ,1.09E-05,3.48E-04,116,30.34%,4,0.44 ,9,0.56 ,2.65E-05,TRUE,,,,,,,
ELL2,CD4.c02(CXCR5+ pre-Tfh),0.26 ,1.15E-04,2.58E-03,117,35.54%,2,0.22 ,9,0.54 ,6.20E-05,,,,,,,,
RPL21,CD4.c02(CXCR5+ pre-Tfh),0.26 ,9.09E-06,3.03E-04,118,53.12%,3,0.33 ,9,0.52 ,6.67E-05,,,,,,,,
SDCBP,CD4.c02(CXCR5+ pre-Tfh),0.26 ,4.68E-05,1.21E-03,119,51.51%,3,0.33 ,9,0.58 ,1.40E-05,,,,,,,,
LY96,CD4.c02(CXCR5+ pre-Tfh),0.26 ,2.96E-05,7.97E-04,120,17.67%,3,0.33 ,9,0.67 ,6.49E-06,,,,TRUE,,,,
BAZ1A,CD4.c02(CXCR5+ pre-Tfh),0.26 ,1.35E-07,7.46E-06,123,52.36%,3,0.33 ,9,0.48 ,2.77E-06,,,,,,,,
SMAP2,CD4.c02(CXCR5+ pre-Tfh),0.26 ,3.44E-17,1.31E-14,124,53.02%,2,0.22 ,9,0.37 ,7.19E-02,,,,,,,,
GSPT1,CD4.c02(CXCR5+ pre-Tfh),0.26 ,1.18E-06,5.26E-05,125,47.92%,3,0.33 ,9,0.48 ,1.51E-03,,,,,,,,
INPP4B,CD4.c02(CXCR5+ pre-Tfh),0.26 ,1.66E-05,4.96E-04,126,48.77%,2,0.22 ,9,0.67 ,1.58E-07,,,,,TRUE,TRUE,,
RANBP2,CD4.c02(CXCR5+ pre-Tfh),0.26 ,6.45E-05,1.59E-03,127,47.16%,3,0.33 ,9,0.67 ,1.30E-07,,,TRUE,,,,,TRUE
ITM2A,CD4.c02(CXCR5+ pre-Tfh),0.26 ,7.54E-17,2.77E-14,128,52.65%,1,0.11 ,9,0.35 ,6.32E-02,,,,,TRUE,,,
ARAP2,CD4.c02(CXCR5+ pre-Tfh),0.26 ,9.79E-08,5.51E-06,129,41.87%,3,0.33 ,9,0.51 ,2.45E-03,,,,,,,,
JAK3,CD4.c02(CXCR5+ pre-Tfh),0.26 ,1.72E-09,1.42E-07,130,45.84%,2,0.22 ,9,0.49 ,3.92E-04,,TRUE,,,,TRUE,TRUE,
FAM107B,CD4.c02(CXCR5+ pre-Tfh),0.26 ,5.12E-09,4.02E-07,131,51.70%,2,0.22 ,9,0.45 ,1.91E-03,,,,,,,,
RHOH,CD4.c02(CXCR5+ pre-Tfh),0.26 ,1.05E-10,1.14E-08,133,54.16%,2,0.22 ,9,0.37 ,1.37E-03,,,,,,,,
LPAR6,CD4.c02(CXCR5+ pre-Tfh),0.25 ,1.61E-06,6.84E-05,135,22.97%,2,0.22 ,9,0.58 ,1.63E-04,,,,,TRUE,,,TRUE
MAN2A1,CD4.c02(CXCR5+ pre-Tfh),0.25 ,1.12E-11,1.59E-09,136,26.75%,1,0.11 ,9,0.44 ,1.55E-02,,,,,TRUE,TRUE,,
ATM,CD4.c02(CXCR5+ pre-Tfh),0.25 ,1.97E-10,2.03E-08,137,42.91%,3,0.33 ,9,0.49 ,1.29E-03,,TRUE,,,TRUE,TRUE,,TRUE
SFPQ,CD4.c02(CXCR5+ pre-Tfh),0.25 ,1.00E-14,2.68E-12,138,52.74%,2,0.22 ,9,0.45 ,1.98E-03,TRUE,,,,,,,
LRMP,CD4.c02(CXCR5+ pre-Tfh),0.25 ,1.14E-05,3.61E-04,139,18.71%,1,0.11 ,9,0.50 ,8.36E-04,,,,,TRUE,,,
PTK2,CD4.c02(CXCR5+ pre-Tfh),0.25 ,1.11E-10,1.19E-08,141,4.82%,0,0.00 ,9,0.39 ,7.25E-02,,TRUE,,,,TRUE,,TRUE
NLRP6,CD4.c02(CXCR5+ pre-Tfh),0.25 ,2.11E-04,4.21E-03,142,9.07%,1,0.11 ,9,0.66 ,1.18E-06,,,,,,,,
METTL8,CD4.c02(CXCR5+ pre-Tfh),0.25 ,1.51E-08,1.06E-06,144,25.61%,1,0.11 ,9,0.41 ,1.81E-04,,,,,,,,
SEMA4D,CD4.c02(CXCR5+ pre-Tfh),0.25 ,1.96E-15,5.76E-13,146,45.18%,1,0.11 ,9,0.44 ,1.43E-02,,,,,TRUE,,,
C9orf72,CD4.c02(CXCR5+ pre-Tfh),0.24 ,7.04E-05,1.71E-03,148,11.91%,2,0.22 ,9,0.70 ,3.19E-08,,,,TRUE,,,,
FBXO34,CD4.c02(CXCR5+ pre-Tfh),0.24 ,1.25E-04,2.77E-03,149,36.86%,3,0.33 ,9,0.48 ,6.83E-04,,,,,,,,
FAM102A,CD4.c02(CXCR5+ pre-Tfh),0.24 ,3.39E-15,9.73E-13,151,38.66%,1,0.11 ,9,0.33 ,1.17E-07,,,,,,,,
ANK3,CD4.c02(CXCR5+ pre-Tfh),0.24 ,8.72E-06,2.92E-04,152,18.43%,2,0.22 ,9,0.49 ,4.72E-04,,,,,,,,
HNRNPU,CD4.c02(CXCR5+ pre-Tfh),0.24 ,4.16E-07,2.06E-05,154,54.35%,2,0.22 ,9,0.54 ,1.71E-04,,,TRUE,,,,,
BIRC2,CD4.c02(CXCR5+ pre-Tfh),0.24 ,2.03E-04,4.10E-03,155,33.93%,2,0.22 ,9,0.46 ,1.10E-05,,,,,,TRUE,,
RPS12,CD4.c02(CXCR5+ pre-Tfh),0.24 ,5.78E-04,9.79E-03,156,51.32%,3,0.33 ,9,0.52 ,6.57E-05,,,,,,,,
TPT1,CD4.c02(CXCR5+ pre-Tfh),0.24 ,1.46E-05,4.45E-04,157,50.47%,2,0.22 ,9,0.52 ,6.57E-05,,,,,,,,
USP3,CD4.c02(CXCR5+ pre-Tfh),0.24 ,5.24E-06,1.87E-04,159,40.17%,2,0.22 ,9,0.44 ,1.54E-02,,,,,,TRUE,,
CHD2,CD4.c02(CXCR5+ pre-Tfh),0.24 ,3.23E-08,2.10E-06,162,50.85%,2,0.22 ,9,0.41 ,1.64E-04,,,,,,TRUE,,TRUE
P2RY10,CD4.c02(CXCR5+ pre-Tfh),0.24 ,3.15E-09,2.50E-07,163,48.11%,2,0.22 ,9,0.42 ,3.45E-03,,,,,TRUE,,,
CD28,CD4.c02(CXCR5+ pre-Tfh),0.23 ,1.36E-08,9.68E-07,164,54.16%,2,0.22 ,9,0.38 ,1.68E-02,,,,,TRUE,,,
CMTM7,CD4.c02(CXCR5+ pre-Tfh),0.23 ,1.60E-09,1.34E-07,165,48.11%,0,0.00 ,9,0.38 ,6.18E-02,,,,,TRUE,,,
C1orf228,CD4.c02(CXCR5+ pre-Tfh),0.23 ,8.38E-06,2.83E-04,167,17.67%,3,0.33 ,9,0.54 ,1.01E-03,,,,,,,,
RPL13,CD4.c02(CXCR5+ pre-Tfh),0.23 ,1.53E-04,3.27E-03,168,51.70%,4,0.44 ,9,0.49 ,2.51E-04,,,,,,,,
HNRNPA0,CD4.c02(CXCR5+ pre-Tfh),0.23 ,2.76E-10,2.73E-08,169,48.87%,2,0.22 ,9,0.45 ,3.74E-03,,,,,,,,
EIF1,CD4.c02(CXCR5+ pre-Tfh),0.23 ,8.80E-05,2.07E-03,170,49.43%,1,0.11 ,9,0.67 ,8.08E-07,,,TRUE,,,,,
PDCD4,CD4.c02(CXCR5+ pre-Tfh),0.23 ,2.60E-05,7.17E-04,171,53.78%,2,0.22 ,9,0.48 ,1.54E-03,,,,,,,,
RPS18,CD4.c02(CXCR5+ pre-Tfh),0.23 ,1.71E-05,5.07E-04,172,49.53%,4,0.44 ,9,0.49 ,4.28E-04,,,,,,,,
IRF2BP2,CD4.c02(CXCR5+ pre-Tfh),0.23 ,9.97E-14,2.26E-11,175,31.10%,1,0.11 ,9,0.37 ,1.96E-02,TRUE,,,,,,,
PNPLA8,CD4.c02(CXCR5+ pre-Tfh),0.23 ,1.26E-07,7.01E-06,176,34.69%,2,0.22 ,9,0.50 ,2.75E-03,,,,,TRUE,TRUE,,TRUE
PTP4A1,CD4.c02(CXCR5+ pre-Tfh),0.23 ,9.84E-11,1.09E-08,177,44.33%,1,0.11 ,9,0.37 ,3.14E-02,,,,,,TRUE,,
ZFP36,CD4.c02(CXCR5+ pre-Tfh),0.23 ,1.48E-04,3.18E-03,178,55.58%,3,0.33 ,9,0.54 ,8.20E-05,,,TRUE,,,,,
IFI16,CD4.c02(CXCR5+ pre-Tfh),0.23 ,6.57E-08,3.87E-06,179,54.16%,1,0.11 ,9,0.38 ,1.71E-02,TRUE,,TRUE,,,,,
ARID4B,CD4.c02(CXCR5+ pre-Tfh),0.23 ,2.57E-07,1.30E-05,180,55.58%,2,0.22 ,9,0.49 ,3.49E-03,TRUE,,TRUE,,,,,
GYPC,CD4.c02(CXCR5+ pre-Tfh),0.23 ,5.66E-05,1.42E-03,181,52.46%,2,0.22 ,9,0.56 ,5.25E-04,,,,,TRUE,,,
SSH2,CD4.c02(CXCR5+ pre-Tfh),0.23 ,3.00E-10,2.95E-08,182,39.60%,2,0.22 ,9,0.35 ,2.59E-03,,,,,,TRUE,,
RPS20,CD4.c02(CXCR5+ pre-Tfh),0.23 ,2.36E-05,6.63E-04,187,52.65%,2,0.22 ,9,0.37 ,1.65E-02,,,,,,,,
ABCC1,CD4.c02(CXCR5+ pre-Tfh),0.23 ,1.40E-05,4.27E-04,188,27.98%,2,0.22 ,9,0.54 ,2.36E-04,,,,,TRUE,,TRUE,
PPP1R2,CD4.c02(CXCR5+ pre-Tfh),0.23 ,2.68E-13,5.44E-11,189,49.91%,1,0.11 ,9,0.32 ,3.96E-01,,,,,,,,
FBLN7,CD4.c02(CXCR5+ pre-Tfh),0.23 ,1.39E-05,4.26E-04,191,35.07%,1,0.11 ,9,0.45 ,1.49E-03,,,,TRUE,,,,
IQGAP2,CD4.c02(CXCR5+ pre-Tfh),0.23 ,9.53E-05,2.20E-03,192,43.19%,2,0.22 ,9,0.52 ,2.12E-07,,,,,,,,
